1603,kędzierzyńsko-kozielski,16,OK,"625,28 ",93 880,Artur Maruszczak,False,Plac Wolności 13 47-220 Kędzierzyn-Koźle,https://pl.wikipedia.org//wiki/Powiat_k%C4%99dzierzy%C5%84sko-kozielski
3008,kępiński,30,PKE,"608,39 ",56 451,Robert Kieruzal,False,ul. Kościuszki 5 63-600 Kępno,https://pl.wikipedia.org//wiki/Powiat_k%C4%99pi%C5%84ski
2808,kętrzyński,28,NKE,"1212,97 ",62 283,Michał Kochanowski,False,pl. Grunwaldzki 1 11-400 Kętrzyn,https://pl.wikipedia.org//wiki/Powiat_k%C4%99trzy%C5%84ski
2661011,kielce,26,TK,110,180 289,Agata Wojda,True,Rynek 1 25-303 Kielce,https://pl.wikipedia.org//wiki/Kielce
2604,kielecki,26,TKI,"2246,07 ",211 259,Tomasz Pleban,False,ul. Wrzosowa 44 25-211 Kielce,https://pl.wikipedia.org//wiki/Powiat_kielecki
1604,kluczborski,16,OKL,"851,59 ",65 470,Mirosław Birecki,False,ul. Katowicka 1 46-200 Kluczbork,https://pl.wikipedia.org//wiki/Powiat_kluczborski
2406,kłobucki,24,SKL,889,84 591,Dariusz Pilśniak,False,Rynek im. Jana Pawła II 13 42-100 Kłobuck,https://pl.wikipedia.org//wiki/Powiat_k%C5%82obucki
0208,kłodzki,02,DKL,"1643,37 ",147 823,Małgorzata Jędrzejewska-Skrzypczyk,False,ul. Okrzei 1 57-300 Kłodzko,https://pl.wikipedia.org//wiki/Powiat_k%C5%82odzki
1806,kolbuszowski,18,RKL,"773,93 ",62 246,Józef Kardyś,False,ul. 11 Listopada 10 36-100 Kolbuszowa,https://pl.wikipedia.org//wiki/Powiat_kolbuszowski
2006,kolneński,20,BKL,"939,73 ",38 057,Tadeusz Klama,False,ul. 11 Listopada 1 18-500 Kolno,https://pl.wikipedia.org//wiki/Powiat_kolne%C5%84ski
3009,kolski,30,PKL,"1011,03 ",86 727,Robert Kropidłowski,False,ul. Sienkiewicza 21/23 62-600 Koło,https://pl.wikipedia.org//wiki/Powiat_kolski
3208,kołobrzeski,32,ZKL,"724,66 ",76 975,Mirosław Tessikowski,False,pl. Ratuszowy 1 78-100 Kołobrzeg,https://pl.wikipedia.org//wiki/Powiat_ko%C5%82obrzeski
2605,konecki,26,TKN,1140 ,75 398,Grzegorz Piec,False,ul. Stanisława Staszica 2 26-200 Końskie,https://pl.wikipedia.org//wiki/Powiat_konecki
3062011,konin,30,"PKO, PN","82,2 ",68 483,Piotr Korytkowski,True,pl. Wolności 1 62-500 Konin,https://pl.wikipedia.org//wiki/Konin
3010,koniński,30,PKN,1578 ,130 053,Katarzyna Fryza,False,Al. 1 Maja 9 62-510 Konin,https://pl.wikipedia.org//wiki/Powiat_koni%C5%84ski
3261011,koszalin,32,ZK,"105,5",105 905,Tomasz Sobieraj,True,Rynek Staromiejski6-7 75-007 Koszalin,https://pl.wikipedia.org//wiki/Koszalin
3209,koszaliński,32,ZKO,"1653,4 ",64 424,Tomasz Tesmer(od 2024),False,ul. Racławicka 13 75-620 Koszalin,https://pl.wikipedia.org//wiki/Powiat_koszali%C5%84ski
